Sno,Organisation,Location,Date,Rocket Status,Mission Status
231,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Jul 09, 2018 20:50 UTC",Active,Success
232,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Jul 09, 2018 03:56 UTC",Active,Success
233,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 29, 2018 09:42 UTC",Retired,Success
234,CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Jun 27, 2018 03:30 UTC",Active,Success
235,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Jun 16, 2018 21:30 UTC",Active,Success
236,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Jun 12, 2018 04:20 UTC",Active,Success
237,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jun 06, 2018 11:12 UTC",Retired,Success
238,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Jun 05, 2018 13:07 UTC",Active,Success
239,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jun 04, 2018 04:29 UTC",Retired,Success
240,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jun 02, 2018 04:13 UTC",Active,Success
241,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Tue May 22, 2018 19:47 UTC",Retired,Success
242,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon May 21, 2018 04:44 UTC",Retired,Success
243,CASC,"LC-3, Xichang Satellite Launch Center, China","Sun May 20, 2018 21:28 UTC",Active,Success
244,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 11, 2018 20:14 UTC",Active,Success
245,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue May 08, 2018 18:28 UTC",Active,Success
246,ULA,"SLC-3E, Vandenberg AFB, California, USA","Sat May 05, 2018 11:05 UTC",Active,Success
247,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu May 03, 2018 16:05 UTC",Active,Success
248,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Sun Apr 29, 2018 17:06 UTC",Active,Success
249,CASC,"Site 95, Jiuquan Satellite Launch Center, China","Thu Apr 26, 2018 04:42 UTC",Active,Success
250,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Apr 25, 2018 17:57 UTC",Retired,Success
251,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Apr 18, 2018 22:51 UTC",Retired,Success
252,VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Apr 18, 2018 22:12 UTC",Active,Success
253,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Apr 14, 2018 23:13 UTC",Active,Success
254,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Apr 11, 2018 22:34 UTC",Active,Success
255,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Apr 10, 2018 04:25 UTC",Active,Success
256,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Apr 05, 2018 21:34 UTC",Active,Success
257,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Apr 02, 2018 20:30 UTC",Retired,Success
258,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Mar 31, 2018 03:22 UTC",Active,Success
259,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Fri Mar 30, 2018 14:14 UTC",Retired,Success
260,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Mar 29, 2018 17:50 UTC",Active,Success
261,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 29, 2018 17:38 UTC",Active,Success
262,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Mar 29, 2018 11:26 UTC",Active,Success
263,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Mar 21, 2018 17:44 UTC",Retired,Success
264,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Mar 17, 2018 07:10 UTC",Active,Success
265,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Mar 09, 2018 17:10 UTC",Active,Success
266,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Mar 06, 2018 05:33 UTC",Retired,Success
267,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Mar 01, 2018 22:02 UTC",Active,Success
268,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Feb 27, 2018 04:34 UTC",Active,Success
269,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Thu Feb 22, 2018 14:17 UTC",Retired,Success
270,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 13, 2018 08:13 UTC",Active,Success
271,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Feb 12, 2018 05:10 UTC",Active,Success
272,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Tue Feb 06, 2018 20:45 UTC",Active,Success
273,JAXA,"Uchinoura Space Center, Japan","Sat Feb 03, 2018 05:03 UTC",Active,Success
274,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Feb 02, 2018 07:50 UTC",Active,Success
275,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Thu Feb 01, 2018 02:07 UTC",Active,Success
276,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jan 31, 2018 21:25 UTC",Retired,Success
277,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jan 25, 2018 22:20 UTC",Active,Success
278,CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Jan 25, 2018 05:39 UTC",Active,Success
279,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sun Jan 21, 2018 01:43 UTC",Active,Success
280,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Jan 20, 2018 00:48 UTC",Active,Success
281,CASC,"Site 95, Jiuquan Satellite Launch Center, China","Fri Jan 19, 2018 04:12 UTC",Active,Success
282,JAXA,"Mu Pad, Uchinoura Space Center, Japan","Wed Jan 17, 2018 21:06 UTC",Active,Success
283,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jan 13, 2018 07:20 UTC",Active,Success
284,ULA,"SLC-6, Vandenberg AFB, California, USA","Fri Jan 12, 2018 22:11 UTC",Retired,Success
285,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Jan 12, 2018 03:58 UTC",Active,Success
286,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jan 11, 2018 23:18 UTC",Active,Success
287,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Jan 09, 2018 03:24 UTC",Active,Success
288,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jan 08, 2018 01:00 UTC",Retired,Success
289,Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Dec 26, 2017 19:00 UTC",Active,Success
290,CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Dec 25, 2017 19:44 UTC",Active,Success
291,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Dec 23, 2017 04:14 UTC",Active,Success
292,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Sat Dec 23, 2017 01:27 UTC",Retired,Success
293,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Dec 23, 2017 01:26 UTC",Active,Success
294,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Dec 17, 2017 07:21 UTC",Retired,Success
295,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Sun Dec 17, 2017",Active,Success
296,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 2017 15:36 UTC",Retired,Success
297,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Dec 12, 2017 18:36 UTC",Retired,Success
298,CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Dec 10, 2017 16:41 UTC",Active,Success
299,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Dec 03, 2017 04:11 UTC",Active,Success
300,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Dec 02, 2017 10:43 UTC",Active,Success
301,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Tue Nov 28, 2017 05:41 UTC",Active,Success
302,CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Nov 24, 2017 18:10 UTC",Active,Success
303,CASC,"LC-16, Taiyuan Satellite Launch Center, China","Tue Nov 21, 2017 04:50 UTC",Active,Success
304,ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Nov 18, 2017 09:47 UTC",Retired,Success
305,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Nov 14, 2017 18:35 UTC",Active,Success
306,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sun Nov 12, 2017 12:19 UTC",Retired,Success
307,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Wed Nov 08, 2017 01:42 UTC",Active,Success
308,CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Nov 05, 2017 11:45 UTC",Active,Success
309,Northrop,"SLC-576E, Vandenberg AFB, California, USA","Tue Oct 31, 2017 21:37 UTC",Active,Success
310,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon Oct 30, 2017 19:34 UTC",Retired,Success
311,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun Oct 15, 2017 07:28 UTC",Active,Success
312,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 14, 2017 08:46 UTC",Active,Success
313,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Oct 13, 2017 09:27 UTC",Retired,Success
314,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Oct 11, 2017 22:53 UTC",Retired,Success
315,MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Oct 09, 2017 22:01 UTC",Active,Success
316,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Mon Oct 09, 2017 12:37 UTC",Retired,Success
317,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Oct 09, 2017 04:13 UTC",Active,Success
318,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Sep 29, 2017 21:56 UTC",Active,Success
319,CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Sep 29, 2017 04:21 UTC",Active,Success
320,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu Sep 28, 2017 18:52 UTC",Active,Success
321,ULA,"SLC-3E, Vandenberg AFB, California, USA","Sun Sep 24, 2017 05:49 UTC",Active,Success
322,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Sep 11, 2017 19:23 UTC",Active,Success
323,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 07, 2017 14:00 UTC",Retired,Success
324,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Aug 31, 2017 13:30 UTC",Active,Success
325,Northrop,"SLC-46, Cape Canaveral AFS, Florida, USA","Fri Aug 25, 2017 06:04 UTC",Active,Success
326,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Thu Aug 24, 2017 18:51 UTC",Retired,Success
327,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 22, 2017 00:02 UTC",Active,Success
328,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Aug 19, 2017 05:29 UTC",Active,Success
329,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Aug 18, 2017 12:29 UTC",Active,Success
330,VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Aug 16, 2017 22:07 UTC",Active,Success
331,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon Aug 14, 2017 16:31 UTC",Retired,Success
332,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Aug 12, 2017 21:17 UTC",Retired,Success
333,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Wed Aug 02, 2017 01:58 UTC",Active,Success
334,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 28, 2017 15:41 UTC",Retired,Success
335,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Thu Jul 27, 2017",Active,Success
336,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jul 14, 2017 06:36 UTC",Active,Success
337,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Jul 05, 2017 20:25 UTC",Retired,Success
338,CASC,"LC-101, Wenchang Satellite Launch Center, China","Sun Jul 02, 2017 11:23 UTC",Active,Success
339,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jun 28, 2017 21:15 UTC",Active,Success
340,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Sun Jun 25, 2017 20:25 UTC",Retired,Success
341,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 23, 2017 19:10 UTC",Retired,Success
342,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 23, 2017 18:04 UTC",Active,Success
343,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Jun 23, 2017 03:59 UTC",Active,Success
344,CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Jun 18, 2017 16:12 UTC",Active,Success
345,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Thu Jun 15, 2017 03:15 UTC",Active,Success
346,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 14, 2017 09:20 UTC",Active,Success
347,ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Jun 08, 2017 03:45 UTC",Active,Success
348,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Jun 05, 2017 11:58 UTC",Active,Success
349,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Sat Jun 03, 2017 21:07 UTC",Retired,Success
350,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jun 01, 2017 23:45 UTC",Active,Success
351,MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Jun 01, 2017 00:17 UTC",Active,Success
352,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu May 25, 2017 06:33 UTC",Active,Success
353,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Thu May 25, 2017 04:20 UTC",Active,Success
354,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu May 18, 2017 11:54 UTC",Active,Success
355,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon May 15, 2017 23:21 UTC",Retired,Success
356,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Fri May 05, 2017 11:27 UTC",Active,Success
357,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu May 04, 2017 21:50 UTC",Active,Success
358,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon May 01, 2017 11:15 UTC",Retired,Success
359,CASC,"LC-201, Wenchang Satellite Launch Center, China","Thu Apr 20, 2017 11:41 UTC",Active,Success
360,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Apr 20, 2017 07:13 UTC",Retired,Success
361,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue Apr 18, 2017 15:11 UTC",Active,Success
362,CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Apr 12, 2017 11:04 UTC",Active,Success
363,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Mar 30, 2017 22:27 UTC",Retired,Success
364,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Sun Mar 19, 2017 00:18 UTC",Retired,Success
365,MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Mar 17, 2017 01:20 UTC",Active,Success
366,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Mar 16, 2017 06:00 UTC",Retired,Success
367,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Tue Mar 07, 2017 01:49 UTC",Active,Success
368,CASIC,"Site 95, Jiuquan Satellite Launch Center, China","Thu Mar 02, 2017 23:53 UTC",Active,Success
369,ULA,"SLC-3E, Vandenberg AFB, California, USA","Wed Mar 01, 2017 17:49 UTC",Active,Success
370,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 22, 2017 05:58 UTC",Retired,Success
371,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Sun Feb 19, 2017 14:39 UTC",Retired,Success
372,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Feb 15, 2017 03:58 UTC",Active,Success
373,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Feb 14, 2017 21:39 UTC",Active,Success
374,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Sat Jan 28, 2017 01:03 UTC",Active,Success
375,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Jan 24, 2017 07:44 UTC",Active,Success
376,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Jan 21, 2017 00:42 UTC",Active,Success
377,JAXA,"Uchinoura Space Center, Japan","Sat Jan 14, 2017 23:33 UTC",Active,Success
378,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Sat Jan 14, 2017 17:54 UTC",Retired,Success
379,ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Mon Jan 09, 2017 04:11 UTC",Active,Success
380,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jan 05, 2017 15:18 UTC",Active,Success
381,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Dec 28, 2016 03:23 UTC",Active,Success
382,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 21, 2016 20:30 UTC",Active,Success
383,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Dec 21, 2016 19:22 UTC",Active,Success
384,JAXA,"Mu Pad, Uchinoura Space Center, Japan","Tue Dec 20, 2016 11:00 UTC",Active,Success
385,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun Dec 18, 2016 19:13 UTC",Active,Success
386,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA","Thu Dec 15, 2016 13:37 UTC",Active,Success
387,CASC,"LC-3, Xichang Satellite Launch Center, China","Sat Dec 10, 2016 16:11 UTC",Active,Success
388,MHI,"LA-Y2, Tanegashima Space Center, Japan","Fri Dec 09, 2016 13:26 UTC",Retired,Success
389,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Wed Dec 07, 2016 23:53 UTC",Retired,Success
390,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Dec 07, 2016 04:54 UTC",Active,Success
391,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Mon Dec 05, 2016 13:51 UTC",Active,Success
392,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 01, 2016 14:52 UTC",Retired,Success
393,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Nov 22, 2016 15:24 UTC",Active,Success
394,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Nov 19, 2016 23:42 UTC",Active,Success
395,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 17, 2016 20:20 UTC",Retired,Success
396,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Nov 17, 2016 13:06 UTC",Retired,Success
397,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Nov 11, 2016 23:14 UTC",Active,Success
398,ULA,"SLC-3E, Vandenberg AFB, California, USA","Fri Nov 11, 2016 18:30 UTC",Active,Success
399,CASC,"Site 95, Jiuquan Satellite Launch Center, China","Wed Nov 09, 2016 23:42 UTC",Active,Success
400,CASC,"LC-101, Wenchang Satellite Launch Center, China","Thu Nov 03, 2016 12:42 UTC",Active,Success
401,MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Nov 02, 2016 06:20 UTC",Active,Success
402,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 19, 2016 08:05 UTC",Retired,Success
403,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon Oct 17, 2016 23:45 UTC",Retired,Success
404,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Oct 16, 2016 23:30 UTC",Active,Success
405,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Thu Oct 06, 2016 15:36 UTC",Active,Success
406,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Oct 05, 2016 20:30 UTC",Active,Success
407,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Sep 26, 2016 03:42 UTC",Retired,Success
408,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Fri Sep 16, 2016 01:43 UTC",Active,Success
409,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Thu Sep 15, 2016 14:04 UTC",Active,Success
410,IAI,"Pad 1, Palmachim Airbase, Israel","Tue Sep 13, 2016 14:30 UTC",Active,Success
411,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Sep 08, 2016 23:05 UTC",Active,Success
412,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Sep 08, 2016 11:20 UTC",Active,Success
413,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Sep 01, 2016 13:07 UTC",Retired,Success
414,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Aug 31, 2016 18:50 UTC",Active,Success
415,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Aug 24, 2016 22:16 UTC",Active,Success
416,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Fri Aug 19, 2016 04:52 UTC",Retired,Success
417,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Aug 15, 2016 17:40 UTC",Active,Success
418,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Aug 14, 2016 05:26 UTC",Retired,Success
419,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Aug 09, 2016 22:55 UTC",Active,Success
420,CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Aug 05, 2016 16:22 UTC",Active,Success
421,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jul 28, 2016 12:37 UTC",Active,Success
422,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jul 18, 2016 04:45 UTC",Retired,Success
423,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Jul 16, 2016 21:41 UTC",Retired,Success
424,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jul 07, 2016 01:36 UTC",Retired,Success
425,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Jun 29, 2016 03:21 UTC",Active,Success
426,CASC,"LC-201, Wenchang Satellite Launch Center, China","Sat Jun 25, 2016 12:00 UTC",Active,Success
427,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Jun 24, 2016 14:30 UTC",Active,Success
428,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Jun 22, 2016 03:56 UTC",Active,Success
429,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Sun Jun 19, 2016 14:36 UTC",Active,Success
430,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Jun 18, 2016 05:20 UTC",Active,Success
431,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jun 15, 2016 14:29 UTC",Retired,Success
432,CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Jun 12, 2016 15:30 UTC",Active,Success
433,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Sat Jun 11, 2016 17:51 UTC",Active,Success
434,ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Jun 09, 2016 07:10 UTC",Active,Success
435,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 04, 2016 14:00 UTC",Retired,Success
436,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon May 30, 2016 03:17 UTC",Active,Success
437,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun May 29, 2016 08:44 UTC",Active,Success
438,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 27, 2016 21:39 UTC",Retired,Success
439,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Tue May 24, 2016 08:48 UTC",Active,Success
440,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun May 15, 2016 02:43 UTC",Active,Success
