Sno,Organisation,Location,Date,Rocket Status,Mission Status
3362,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Apr 17, 1971 11:44 UTC",Retired,Success
3363,CNES,"ELD, Guiana Space Centre, French Guiana, France","Thu Apr 15, 1971 09:09 UTC",Retired,Success
3364,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Apr 14, 1971 08:00 UTC",Retired,Success
3365,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Apr 07, 1971 07:10 UTC",Retired,Success
3366,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Apr 02, 1971 08:20 UTC",Retired,Success
3367,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Thu Apr 01, 1971 11:29 UTC",Retired,Success
3368,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Mar 27, 1971 10:59 UTC",Retired,Success
3369,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Mar 23, 1971 11:30 UTC",Retired,Success
3370,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sun Mar 21, 1971 03:45 UTC",Retired,Success
3371,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Mar 18, 1971 21:45 UTC",Retired,Success
3372,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Mar 05, 1971 08:15 UTC",Retired,Success
3373,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Mar 05, 1971 01:02 UTC",Retired,Success
3374,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Thu Mar 04, 1971 14:27 UTC",Retired,Success
3375,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","Wed Mar 03, 1971 12:15 UTC",Retired,Success
3376,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Mar 03, 1971 09:30 UTC",Retired,Success
3377,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Feb 26, 1971 05:06 UTC",Retired,Success
3378,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Thu Feb 25, 1971 11:11 UTC",Retired,Success
3379,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sun Feb 21, 1971 05:00 UTC",Retired,Success
3380,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Feb 18, 1971 13:59 UTC",Retired,Success
3381,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Feb 17, 1971 21:10 UTC",Retired,Success
3382,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Feb 16, 1971 04:00 UTC",Retired,Success
3383,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Feb 09, 1971 18:48 UTC",Retired,Success
3384,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sun Jan 31, 1971 21:03 UTC",Retired,Success
3385,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 26, 1971 12:44 UTC",Retired,Success
3386,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Jan 26, 1971 00:36 UTC",Retired,Success
3387,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Jan 21, 1971 18:28 UTC",Retired,Success
3388,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jan 21, 1971 08:40 UTC",Retired,Success
3389,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jan 20, 1971 11:24 UTC",Retired,Success
3390,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jan 14, 1971 12:00 UTC",Retired,Success
3391,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jan 12, 1971 09:30 UTC",Retired,Success
3392,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Dec 25, 1970 03:50 UTC",Retired,Success
3393,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 22, 1970 21:30 UTC",Retired,Success
3394,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Dec 18, 1970 16:15 UTC",Retired,Success
3395,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Dec 18, 1970 09:39 UTC",Retired,Success
3396,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Dec 16, 1970 04:30 UTC",Retired,Success
3397,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 15, 1970 10:00 UTC",Retired,Success
3398,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Dec 12, 1970 13:00 UTC",Retired,Success
3399,CNES,"ELD, Guiana Space Centre, French Guiana, France","Sat Dec 12, 1970 12:00 UTC",Retired,Success
3400,ASI,"SM Launch Tab, San Marco Launch Platform, Kenya","Sat Dec 12, 1970 10:53 UTC",Retired,Success
3401,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 10, 1970 11:10 UTC",Retired,Success
3402,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 03, 1970 13:55 UTC",Retired,Success
3403,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Wed Dec 02, 1970 17:00 UTC",Retired,Success
3404,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Dec 02, 1970 04:00 UTC",Retired,Success
3405,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Nov 30, 1970 22:40 UTC",Retired,Success
3406,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Nov 27, 1970 15:47 UTC",Retired,Success
3407,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Nov 24, 1970 10:59 UTC",Retired,Success
3408,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Nov 24, 1970 05:15 UTC",Retired,Success
3409,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Nov 17, 1970",Retired,Success
3410,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Nov 11, 1970 09:20 UTC",Retired,Success
3411,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Tue Nov 10, 1970 14:40 UTC",Retired,Success
3412,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 06, 1970 10:35 UTC",Retired,Success
3413,RAE,"LA-5B, RAAF Woomera Range Complex, Australia","Mon Nov 02, 1970 00:34 UTC",Retired,Success
3414,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Oct 30, 1970 13:20 UTC",Retired,Success
3415,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Oct 30, 1970 02:36 UTC",Retired,Success
3416,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 23, 1970 17:40 UTC",Retired,Success
3417,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Oct 23, 1970 04:42 UTC",Retired,Success
3418,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Tue Oct 20, 1970 19:55 UTC",Retired,Success
3419,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Tue Oct 20, 1970 05:38 UTC",Retired,Success
3420,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 16, 1970 15:00 UTC",Retired,Success
3421,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Oct 15, 1970 11:22 UTC",Retired,Success
3422,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Oct 14, 1970 11:30 UTC",Retired,Success
3423,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Oct 12, 1970 13:57 UTC",Retired,Success
3424,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 09, 1970 11:04 UTC",Retired,Success
3425,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Oct 08, 1970 15:10 UTC",Retired,Success
3426,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Oct 08, 1970 12:39 UTC",Retired,Success
3427,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Oct 03, 1970 10:26 UTC",Retired,Success
3428,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 01, 1970 08:20 UTC",Retired,Success
3429,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Sep 29, 1970 08:14 UTC",Retired,Success
3430,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Fri Sep 25, 1970 14:05 UTC",Retired,Success
3431,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 22, 1970 13:00 UTC",Retired,Success
3432,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Sep 22, 1970 05:00 UTC",Retired,Success
3433,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 17, 1970 08:10 UTC",Retired,Success
3434,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Sep 16, 1970 12:00 UTC",Retired,Success
3435,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Sep 12, 1970 13:25 UTC",Retired,Success
3436,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 08, 1970 10:30 UTC",Retired,Success
3437,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Sep 01, 1970 01:00 UTC",Retired,Success
3438,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 29, 1970 08:30 UTC",Retired,Success
3439,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 22, 1970 05:06 UTC",Retired,Success
3440,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 20, 1970 14:30 UTC",Retired,Success
3441,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Aug 19, 1970 14:59 UTC",Retired,Success
3442,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 18, 1970 14:45 UTC",Retired,Success
3443,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Aug 17, 1970 05:38 UTC",Retired,Success
3444,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Aug 10, 1970 19:59 UTC",Retired,Success
3445,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Aug 07, 1970 09:30 UTC",Retired,Success
3446,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Aug 07, 1970 02:59 UTC",Retired,Success
3447,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 31, 1970 02:00 UTC",Retired,Success
3448,RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan","Tue Jul 28, 1970 22:00 UTC",Retired,Success
3449,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 21, 1970 12:30 UTC",Retired,Success
3450,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jul 09, 1970 13:35 UTC",Retired,Success
3451,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 07, 1970 10:30 UTC",Retired,Success
3452,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Jun 27, 1970 16:40 UTC",Retired,Success
3453,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 27, 1970 07:39 UTC",Retired,Success
3454,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jun 26, 1970 12:00 UTC",Retired,Success
3455,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 26, 1970 03:23 UTC",Retired,Success
3456,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Jun 25, 1970 14:50 UTC",Retired,Success
3457,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jun 23, 1970 14:15 UTC",Retired,Success
3458,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Fri Jun 19, 1970 11:37 UTC",Retired,Success
3459,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jun 17, 1970 12:59 UTC",Retired,Success
3460,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 13, 1970 04:59 UTC",Retired,Success
3461,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jun 12, 1970 09:30 UTC",Retired,Success
3462,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Fri Jun 12, 1970 06:06 UTC",Retired,Success
3463,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 10, 1970 09:30 UTC",Retired,Success
3464,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jun 01, 1970 19:00 UTC",Retired,Success
3465,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri May 22, 1970 12:39 UTC",Retired,Success
3466,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 20, 1970 09:20 UTC",Retired,Success
3467,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 12, 1970 10:10 UTC",Retired,Success
3468,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Apr 28, 1970 10:50 UTC",Retired,Success
3469,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Apr 25, 1970 17:09 UTC",Retired,Success
3470,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Apr 24, 1970 22:24 UTC",Retired,Success
3471,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","Fri Apr 24, 1970 13:35 UTC",Retired,Success
3472,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Apr 23, 1970 13:20 UTC",Retired,Success
3473,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Apr 15, 1970 15:52 UTC",Retired,Success
3474,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 15, 1970 09:00 UTC",Retired,Success
3475,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Apr 11, 1970 19:13 UTC",Retired,Success
3476,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Apr 11, 1970 17:00 UTC",Retired,Success
3477,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Apr 08, 1970 10:50 UTC",Retired,Success
3478,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 08, 1970 10:15 UTC",Retired,Success
3479,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Apr 07, 1970 11:10 UTC",Retired,Success
3480,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Apr 03, 1970 08:30 UTC",Retired,Success
3481,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Mar 27, 1970 11:45 UTC",Retired,Success
3482,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Mar 18, 1970 14:39 UTC",Retired,Success
3483,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 17, 1970 11:10 UTC",Retired,Success
3484,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Mar 13, 1970 08:00 UTC",Retired,Success
3485,CNES,"ELD, Guiana Space Centre, French Guiana, France","Tue Mar 10, 1970 15:20 UTC",Retired,Success
3486,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Mar 04, 1970 12:14 UTC",Retired,Success
3487,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Feb 27, 1970 17:24 UTC",Retired,Success
3488,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Feb 17, 1970 18:57 UTC",Retired,Success
3489,UT,"Uchinoura Space Center, Japan","Wed Feb 11, 1970 04:25 UTC",Retired,Success
3490,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Feb 10, 1970 12:00 UTC",Retired,Success
3491,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Feb 06, 1970 04:16 UTC",Retired,Success
3492,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Jan 30, 1970 15:40 UTC",Retired,Success
3493,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jan 21, 1970 12:00 UTC",Retired,Success
3494,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 20, 1970 20:20 UTC",Retired,Success
3495,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jan 16, 1970 10:59 UTC",Retired,Success
3496,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jan 15, 1970 13:40 UTC",Retired,Success
3497,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jan 14, 1970 18:43 UTC",Retired,Success
3498,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jan 09, 1970 09:20 UTC",Retired,Success
3499,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Dec 27, 1969 14:20 UTC",Retired,Success
3500,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Dec 25, 1969 09:59 UTC",Retired,Success
3501,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Dec 23, 1969 13:50 UTC",Retired,Success
3502,RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Dec 23, 1969 09:25 UTC",Retired,Success
3503,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Dec 20, 1969 03:26 UTC",Retired,Success
3504,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Dec 11, 1969 12:59 UTC",Retired,Success
3505,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Dec 03, 1969 13:20 UTC",Retired,Success
3506,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Nov 28, 1969 09:00 UTC",Retired,Success
3507,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Nov 24, 1969 16:49 UTC",Retired,Success
3508,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Nov 24, 1969 11:04 UTC",Retired,Success
3509,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","Sun Nov 16, 1969",Retired,Success
3510,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Nov 15, 1969 08:30 UTC",Retired,Success
3511,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 14, 1969 16:22 UTC",Retired,Success
3512,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 12, 1969 11:30 UTC",Retired,Success
3513,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Nov 04, 1969 12:00 UTC",Retired,Success
3514,Yuzhmash,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Nov 01, 1969 10:59 UTC",Retired,Success
3515,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 24, 1969 18:10 UTC",Retired,Success
3516,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Oct 24, 1969 13:01 UTC",Retired,Success
3517,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 24, 1969 09:40 UTC",Retired,Success
3518,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Oct 22, 1969 14:09 UTC",Retired,Success
3519,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 21, 1969 12:49 UTC",Retired,Success
3520,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Oct 18, 1969 10:00 UTC",Retired,Success
3521,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 17, 1969 11:45 UTC",Retired,Success
3522,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Oct 14, 1969 13:19 UTC",Retired,Success
3523,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Oct 13, 1969 10:19 UTC",Retired,Success
3524,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 12, 1969 10:44 UTC",Retired,Success
3525,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 11, 1969 11:10 UTC",Retired,Success
3526,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 06, 1969 01:45 UTC",Retired,Success
3527,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Sep 24, 1969 12:15 UTC",Retired,Success
3528,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Sep 23, 1969 15:00 UTC",Retired,Success
3529,UT,"Uchinoura Space Center, Japan","Mon Sep 22, 1969",Retired,Success
3530,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 18, 1969 08:40 UTC",Retired,Success
3531,RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan","Mon Sep 15, 1969 16:00 UTC",Retired,Success
3532,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 02, 1969 11:00 UTC",Retired,Success
3533,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 29, 1969 09:05 UTC",Retired,Success
3534,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Sat Aug 23, 1969 16:00 UTC",Retired,Success
3535,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Aug 22, 1969 14:14 UTC",Retired,Success
3536,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Aug 19, 1969 13:00 UTC",Retired,Success
3537,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 16, 1969 11:59 UTC",Retired,Success
3538,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Aug 13, 1969 22:00 UTC",Retired,Success
3539,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Aug 12, 1969 11:01 UTC",Retired,Success
3540,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Thu Aug 07, 1969 23:48 UTC",Retired,Success
3541,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Aug 06, 1969 05:40 UTC",Retired,Success
3542,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Jul 23, 1969 09:00 UTC",Retired,Success
3543,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jul 22, 1969 12:55 UTC",Retired,Success
3544,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 22, 1969 12:30 UTC",Retired,Success
3545,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Jul 16, 1969 13:32 UTC",Retired,Success
3546,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jul 10, 1969 09:00 UTC",Retired,Success
3547,RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan","Thu Jul 03, 1969 20:18 UTC",Retired,Success
3548,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Thu Jul 03, 1969 08:06 UTC",Retired,Success
3549,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 27, 1969 06:59 UTC",Retired,Success
3550,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 24, 1969 06:50 UTC",Retired,Success
3551,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Jun 15, 1969 08:59 UTC",Retired,Success
3552,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Jun 14, 1969 23:59 UTC",Retired,Success
3553,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Jun 12, 1969 06:00 UTC",Retired,Success
3554,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Jun 03, 1969 16:49 UTC",Retired,Success
3555,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jun 03, 1969 12:57 UTC",Retired,Success
3556,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu May 29, 1969 06:59 UTC",Retired,Success
3557,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue May 27, 1969 13:00 UTC",Retired,Success
3558,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri May 23, 1969 07:57 UTC",Retired,Success
3559,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 20, 1969 08:40 UTC",Retired,Success
3560,NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun May 18, 1969 16:49 UTC",Retired,Success
3561,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 13, 1969 09:15 UTC",Retired,Success
3562,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Apr 23, 1969 09:55 UTC",Retired,Success
3563,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Apr 15, 1969 17:30 UTC",Retired,Success
3564,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Apr 15, 1969 08:14 UTC",Retired,Success
3565,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sun Apr 13, 1969 02:30 UTC",Retired,Success
3566,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 11, 1969 02:30 UTC",Retired,Success
3567,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 09, 1969 13:00 UTC",Retired,Success
3568,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Apr 04, 1969 13:00 UTC",Retired,Success
3569,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Apr 04, 1969 10:20 UTC",Retired,Success
3570,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Apr 02, 1969 10:33 UTC",Retired,Success
3571,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Mar 28, 1969 16:00 UTC",Retired,Success
3572,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Mar 27, 1969 22:22 UTC",Retired,Success
3573,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Thu Mar 27, 1969 10:40 UTC",Retired,Success
3574,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 26, 1969 12:30 UTC",Retired,Success
3575,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Mar 24, 1969 10:10 UTC",Retired,Success
3576,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Mar 22, 1969 12:15 UTC",Retired,Success
3577,General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Tue Mar 18, 1969 07:47 UTC",Retired,Success
